0,01
1,01
2,01
3,01
4,02
5,02
6,02
7,02
8,02
9,02
10,02
11,03
12,03
13,03
14,03
15,03
16,03
17,03
18,03
19,04
20,04
21,04
22,04
23,04
24,04
25,04
26,04
27,05
28,05
29,05
30,05
31,05
32,05
33,05
34,05
35,06
36,06
37,06
38,06
39,06
40,06
41,06
42,06
43,07
44,07
45,07
46,07
47,07
48,07
49,07
50,07
51,08
52,08
53,08
54,08
55,08
56,08
57,08
58,01
59,01
60,01
61,01
62,02
63,02
64,02
65,02
66,02
67,02
68,02
69,02
70,03
71,03
72,03
73,03
74,03
75,03
76,03
77,03
78,04
79,04
80,04
81,04
82,04
83,04
84,04
85,04
86,05
87,05
88,05
89,05
90,05
91,05
92,05
93,05
94,06
95,06
96,06
97,06
98,06
99,06
100,06
101,06
102,07
103,07
104,07
105,07
106,07
107,07
108,07
109,07
110,08
111,08
112,08
113,08
114,08
115,08
116,08
117,08
118,01
119,01
120,01
121,01
122,02
123,02
124,02
125,02
126,02
127,02
128,02
129,02
130,03
131,03
132,03
133,03
134,03
135,03
136,03
137,03
138,04
139,04
140,04
141,04
142,04
143,04
144,04
145,04
146,05
147,05
148,05
149,05
150,05
151,05
152,05
153,05
154,06
155,06
156,06
157,06
158,06
159,06
160,06
161,06
162,07
163,07
164,07
165,07
166,07
167,07
168,07
169,07
170,08
171,08
172,08
173,08
174,08
175,08
176,08
177,08
178,01
179,01
180,01
181,01
182,02
183,02
184,02
185,02
186,02
187,02
188,02
189,02
190,03
191,03
192,03
193,03
194,03
195,03
196,03
197,03
198,04
199,04
200,04
201,04
202,04
203,04
204,04
205,04
206,05
207,05
208,05
209,05
210,05
211,05
212,05
213,05
214,06
215,06
216,06
217,06
218,06
219,06
220,06
221,06
222,07
223,07
224,07
225,07
226,07
227,07
228,07
229,07
230,08
231,08
232,08
233,08
234,08
235,08
236,08
237,08
238,01
239,01
240,01
241,01
242,02
243,02
244,02
245,02
246,02
247,02
248,02
249,03
250,03
251,03
252,03
253,03
254,03
255,03
256,03
257,04
258,04
259,04
260,04
261,04
262,04
263,04
264,04
265,05
266,05
267,05
268,05
269,05
270,05
271,05
272,05
273,06
274,06
275,06
276,06
277,06
278,06
279,06
280,06
281,07
282,07
283,07
284,07
285,07
286,07
287,07
288,07
289,08
290,08
291,08
292,08
293,08
294,08
295,08
296,08
297,01
298,01
299,01
300,01
301,02
302,02
303,02
304,02
305,02
306,02
307,02
308,02
309,03
310,03
311,03
312,03
313,03
314,03
315,03
316,03
317,04
318,04
319,04
320,04
321,04
322,04
323,04
324,04
325,05
326,05
327,05
328,05
329,05
330,05
331,05
332,05
333,06
334,06
335,06
336,06
337,06
338,06
339,06
340,06
341,07
342,07
343,07
344,07
345,07
346,07
347,07
348,07
349,08
350,08
351,08
352,08
353,08
354,08
355,08
356,08
357,01
358,01
359,01
360,01
361,02
362,02
363,02
364,02
365,02
366,02
367,02
368,02
369,03
370,03
371,03
372,03
373,03
374,03
375,03
376,03
377,04
378,04
379,04
380,04
381,04
382,04
383,04
384,04
385,05
386,05
387,05
388,05
389,05
390,05
391,05
392,05
393,06
394,06
395,06
396,06
397,06
398,06
399,06
400,06
401,07
402,07
403,07
404,07
405,07
406,07
407,07
408,07
409,08
410,08
411,08
412,08
413,08
414,08
415,08
416,08
417,01
418,01
419,01
420,01
421,02
422,02
423,02
424,02
425,02
426,02
427,02
428,02
429,03
430,03
431,03
432,03
433,03
434,03
435,03
436,03
437,04
438,04
439,04
440,04
441,04
442,04
443,04
444,04
445,05
446,05
447,05
448,05
449,05
450,05
451,05
452,05
453,06
454,06
455,06
456,06
457,06
458,06
459,06
460,06
461,07
462,07
463,07
464,07
465,07
466,07
467,07
468,07
469,08
470,08
471,08
472,08
473,08
474,08
475,08
476,08
477,01
478,01
479,01
480,01
481,02
482,02
483,02
484,02
485,02
486,02
487,02
488,02
489,03
490,03
491,03
492,03
493,03
494,03
495,03
496,03
497,04
498,04
499,04
500,04
501,04
502,04
503,04
504,04
505,05
506,05
507,05
508,05
509,05
510,05
511,05
512,05
513,06
514,06
515,06
516,06
517,06
518,06
519,06
520,06
521,07
522,07
523,07
524,07
525,07
526,07
527,07
528,07
529,08
530,08
531,08
532,08
533,08
534,08
535,08
536,08
537,01
538,01
539,01
540,01
541,02
542,02
543,02
544,02
545,02
546,02
547,02
548,02
549,03
550,03
551,03
552,03
553,03
554,03
555,03
556,03
557,04
558,04
559,04
560,04
561,04
562,04
563,04
564,04
565,05
566,05
567,05
568,05
569,05
570,05
571,05
572,05
573,06
574,06
575,06
576,06
577,06
578,06
579,06
580,06
581,07
582,07
583,07
584,07
585,07
586,07
587,07
588,07
589,08
590,08
591,08
592,08
593,08
594,08
595,08
596,08
597,01
598,01
599,01
600,01
601,02
602,02
603,02
604,02
605,02
606,02
607,02
608,02
609,03
610,03
611,03
612,03
613,03
614,03
615,03
616,03
617,04
618,04
619,04
620,04
621,04
622,04
623,04
624,04
625,05
626,05
627,05
628,05
